order_id,order_date,customer_name,product,category,quantity,unit_price,total_amount,region
7040,11/13/2024,  shahzad malik ,Mouse,Electronics,2,1200,2400,South
7041,5/2/2024,  sara khan ,Mouse,Electronics,2,1200,2400,South
7042,7/14/2024,  ayesha noor ,T-SHIRT,Fashion,5,800,4000,Central
7043,7/12/2024,  adeel raza ,Sports Shoes,Footwear,2,3200,6400,Central
7044,9/1/2024,  asad raza ,Keyboard,Electronics,3,1800,5400,South
7045,7/15/2024,  umer khan ,Sports Shoes,Footwear,3,3200,9600,Central
7046,9/30/2024,  sara malik ,SPORTS SHOES,Footwear,3,3200,9600,Central
7047,1/9/2024,  ali malik ,Handbag,Fashion,5,2800,14000,Central
7048,12/21/2024,  sara sheikh ,HANDBAG,Fashion,5,2800,14000,Central
7049,6/5/2024,  adeel tariq ,Laptop Stand,Accessories,2,2000,4000,West
7050,1/18/2024,  umer noor ,Backpack,Fashion,1,1500,1500,South
7051,10/25/2024,  shahzad ahmad ,BACKPACK,Fashion,1,1500,1500,East
7052,11/29/2024,  shahzad ali ,Smart Watch,Electronics,1,4500,4500,Central
7053,6/10/2024,  adeel hassan ,Mouse,Electronics,4,1200,4800,North
7054,11/2/2024,  none ,Sneakers,Footwear,4,3500,14000,Central
7055,2/7/2024,  anum ali ,MOUSE,Electronics,3,1200,3600,Central
7056,6/14/2024,  adeel ahmad ,Headphones,Electronics,1,2500,2500,South
7057,4/24/2024,  imran mehmood ,HANDBAG,Fashion,4,2800,11200,North
7058,12/14/2024,  shahzad mehmood ,Backpack,Fashion,2,1500,3000,East
7059,12/16/2024,  ali raza ,Sneakers,Footwear,4,3500,14000,North
7060,7/7/2024,  ali noor ,Backpack,Fashion,2,1500,3000,South
7061,5/20/2024,  ayesha khan ,LAPTOP STAND,Accessories,5,2000,10000,North
7062,8/24/2024,  asad ali ,MOUSE,Electronics,2,1200,2400,South
7063,3/30/2024,  anum ali ,T-Shirt,Fashion,5,800,4000,Central
7064,10/3/2024,  sara ali ,Mouse,Electronics,2,1200,2400,West
7065,3/10/2024,  imran sheikh ,Sports Shoes,Footwear,4,3200,12800,South
7066,11/27/2024,  maham raza ,NONE,Fashion,4,2800,11200,North
7067,12/6/2024,  ayesha hassan ,HANDBAG,Fashion,2,2800,5600,Central
7068,3/28/2024,  sara malik ,Handbag,Fashion,4,2800,11200,East
7069,7/6/2024,  maham khan ,Sneakers,Footwear,5,3500,17500,South
7070,7/15/2024,  maham tariq ,Mouse,Electronics,1,1200,1200,West
7071,5/23/2024,  shahzad ali ,HEADPHONES,Electronics,1,2500,2500,West
7072,8/21/2024,  adeel ali ,Headphones,Electronics,1,2500,2500,North
7073,3/6/2024,  ayesha malik ,SNEAKERS,Footwear,5,3500,17500,Central
7074,11/19/2024,  anum hassan ,Sneakers,Footwear,2,3500,7000,Central
7075,8/21/2024,  shahzad mehmood ,Keyboard,Electronics,4,1800,7200,East
7076,12/20/2024,  maham ali ,KEYBOARD,Electronics,2,1800,3600,East
7077,10/14/2024,  sara malik ,Sneakers,Footwear,1,3500,3500,West
7078,2/22/2024,  imran khan ,SNEAKERS,Footwear,4,3500,14000,East
7079,5/10/2024,  sara mehmood ,Sports Shoes,Footwear,1,3200,3200,West
7080,12/2/2024,  umer tariq ,Keyboard,Electronics,1,1800,1800,East
7081,7/30/2024,  maham khan ,None,Electronics,1,2500,2500,Central
7082,7/18/2024,  ayesha malik ,Handbag,Fashion,5,2800,14000,Central
7083,1/5/2024,  shahzad raza ,T-SHIRT,Fashion,5,800,4000,North
7084,6/17/2024,  adeel raza ,Handbag,Fashion,4,2800,11200,West
7085,5/6/2024,  maham tariq ,T-Shirt,Fashion,4,800,3200,Central
7086,10/26/2024,  imran malik ,Laptop Stand,Accessories,2,2000,4000,Central
7087,8/22/2024,  umer ali ,Sneakers,Footwear,3,3500,10500,South
7088,10/18/2024,  asad noor ,Sneakers,Footwear,2,3500,7000,South
7089,11/10/2024,  maham raza ,Backpack,Fashion,2,1500,3000,Central
7090,12/13/2024,  sara malik ,Laptop Stand,Accessories,1,2000,2000,West
7091,5/12/2024,  shahzad mehmood ,Headphones,Electronics,2,2500,5000,South
7092,1/15/2024,  anum raza ,Smart Watch,Electronics,1,4500,4500,East
7093,12/14/2024,  umer khan ,T-Shirt,Fashion,2,800,1600,South
7094,2/24/2024,  asad khan ,Smart Watch,Electronics,5,4500,22500,East
7095,11/16/2024,  umer sheikh ,T-SHIRT,Fashion,5,800,4000,West
7096,10/1/2024,  ayesha sheikh ,HEADPHONES,Electronics,4,2500,10000,North
7097,7/22/2024,  shahzad malik ,Keyboard,Electronics,1,1800,1800,North
7098,7/2/2024,  imran tariq ,Laptop Stand,Accessories,5,2000,10000,West
7099,3/1/2024,  maham raza ,T-SHIRT,Fashion,4,800,3200,East
7100,1/7/2024,  maham ahmad ,Keyboard,Electronics,4,1800,7200,Central
7101,11/22/2024,  anum ali ,Keyboard,Electronics,1,1800,1800,North
7102,10/24/2024,  maham ali ,Headphones,Electronics,4,2500,10000,North
7103,1/30/2024,  imran hassan ,T-Shirt,Fashion,4,800,3200,South
7104,7/16/2024,  asad hassan ,SPORTS SHOES,Footwear,3,3200,9600,West
7105,5/21/2024,  maham hassan ,SMART WATCH,Electronics,5,4500,22500,West
7106,9/16/2024,  ayesha raza ,Smart Watch,Electronics,4,4500,18000,South
7107,3/28/2024,  adeel hassan ,T-Shirt,Fashion,1,800,800,South
7108,9/30/2024,  ayesha ali ,Keyboard,Electronics,3,1800,5400,East
7109,7/16/2024,  ayesha mehmood ,SNEAKERS,Footwear,1,3500,3500,East
7110,11/5/2024,  ali noor ,Mouse,Electronics,1,1200,1200,Central
7111,2/9/2024,  umer ali ,Handbag,Fashion,4,2800,11200,West
7112,7/2/2024,  shahzad khan ,Headphones,Electronics,5,2500,12500,
7113,4/29/2024,  shahzad noor ,HEADPHONES,Electronics,1,2500,2500,West
7114,6/6/2024,  maham sheikh ,Handbag,Fashion,1,2800,2800,South
7115,8/4/2024,  umer sheikh ,Headphones,Electronics,1,2500,2500,Central
7116,6/24/2024,  ayesha ali ,Handbag,Fashion,3,2800,8400,East
7117,9/13/2024,  ali tariq ,MOUSE,Electronics,2,1200,2400,East
7118,7/25/2024,  imran ali ,Headphones,Electronics,3,2500,7500,West
7119,7/5/2024,  adeel ahmad ,HEADPHONES,Electronics,2,2500,5000,North
7120,12/26/2024,  imran khan ,Laptop Stand,Accessories,1,2000,2000,
7121,10/18/2024,  imran noor ,Smart Watch,Electronics,3,4500,13500,North
7122,1/7/2024,  ayesha mehmood ,T-Shirt,Fashion,-2,800,3200,North
7123,10/6/2024,  umer hassan ,Sports Shoes,Footwear,4,3200,12800,South
7124,10/9/2024,  umer mehmood ,Smart Watch,Electronics,4,4500,18000,Central
7125,1/5/2024,  anum raza ,Mouse,Electronics,4,1200,4800,Central
7126,11/11/2024,  anum ali ,Headphones,Electronics,3,2500,7500,West
7127,6/22/2024,  umer noor ,T-Shirt,Fashion,3,800,2400,Central
7128,8/28/2024,  shahzad sheikh ,Smart Watch,Electronics,1,4500,4500,West
7129,3/24/2024,  ali malik ,Laptop Stand,Accessories,1,2000,2000,Central
7130,9/29/2024,  ali noor ,Keyboard,Electronics,1,1800,1800,North
7131,2/4/2024,  imran mehmood ,Handbag,Fashion,3,2800,8400,East
7132,5/25/2024,  maham tariq ,HEADPHONES,Electronics,5,2500,12500,North
7133,9/19/2024,  maham malik ,None,Fashion,3,2800,8400,North
7134,5/27/2024,  sara noor ,Sports Shoes,Footwear,3,3200,9600,Central
7135,1/5/2024,  umer raza ,T-Shirt,Fashion,5,800,4000,East
7136,4/23/2024,  ali khan ,Sneakers,Footwear,5,3500,17500,South
7137,12/11/2024,  sara khan ,Mouse,Electronics,4,1200,4800,North
7138,9/16/2024,  ayesha tariq ,LAPTOP STAND,Accessories,5,2000,10000,South
7139,1/31/2024,  anum ahmad ,Backpack,Fashion,5,1500,7500,North
7140,12/11/2024,  ali hassan ,Sneakers,Footwear,5,3500,17500,South
7141,2/15/2024,  adeel mehmood ,Handbag,Fashion,4,2800,11200,North
7142,5/14/2024,  adeel khan ,Laptop Stand,Accessories,5,2000,10000,North
7143,2/3/2024,  imran ali ,Laptop Stand,Accessories,1,2000,2000,
7144,6/25/2024,  ali khan ,Sports Shoes,Footwear,5,3200,16000,North
7145,2/29/2024,  umer noor ,HEADPHONES,Electronics,5,2500,12500,South
7146,6/16/2024,  sara malik ,Laptop Stand,Accessories,4,2000,8000,
7147,12/1/2024,  shahzad khan ,SMART WATCH,Electronics,1,4500,4500,Central
7148,7/13/2024,  umer raza ,Handbag,Fashion,4,2800,11200,West
7149,10/30/2024,  maham ahmad ,Headphones,Electronics,4,2500,10000,Central
7150,1/7/2024,  anum hassan ,Keyboard,Electronics,4,1800,7200,Central
7151,10/27/2024,  imran ali ,Handbag,Fashion,5,2800,14000,West
7152,5/11/2024,  adeel raza ,None,Fashion,4,1500,6000,South
7153,2/12/2024,  sara ahmad ,Mouse,Electronics,1,1200,1200,West
7154,10/31/2024,  imran khan ,Laptop Stand,Accessories,5,2000,10000,West
7155,7/23/2024,  shahzad malik ,Headphones,Electronics,1,2500,2500,Central
7156,9/30/2024,  imran ahmad ,Sneakers,Footwear,2,3500,7000,North
7157,1/24/2024,  shahzad mehmood ,T-Shirt,Fashion,1,800,800,North
7158,6/6/2024,  sara hassan ,Backpack,Fashion,4,1500,6000,West
7159,11/8/2024,  imran hassan ,MOUSE,Electronics,1,1200,1200,South
7160,3/18/2024,  maham tariq ,Mouse,Electronics,5,1200,6000,Central
7161,7/21/2024,  maham raza ,Smart Watch,Electronics,3,4500,13500,Central
7162,2/24/2024,  imran khan ,Keyboard,Electronics,4,1800,7200,South
7163,9/11/2024,  ali ahmad ,Sports Shoes,Footwear,1,3200,3200,West
7164,8/27/2024,  ayesha mehmood ,SNEAKERS,Footwear,4,3500,14000,North
7165,6/20/2024,  sara raza ,T-SHIRT,Fashion,3,800,2400,Central
7166,9/27/2024,  asad mehmood ,BACKPACK,Fashion,4,1500,6000,Central
7167,7/29/2024,  ayesha mehmood ,Keyboard,Electronics,4,1800,7200,East
7168,3/10/2024,  asad raza ,T-Shirt,Fashion,1,800,800,Central
7169,1/27/2024,  ayesha mehmood ,Sneakers,Footwear,3,3500,10500,West
7170,12/17/2024,  imran hassan ,Handbag,Fashion,4,2800,11200,Central
7171,3/30/2024,  imran khan ,Laptop Stand,Accessories,4,2000,8000,East
7172,2/17/2024,  sara ali ,Laptop Stand,Accessories,4,2000,8000,East
7173,5/9/2024,  ayesha hassan ,None,Fashion,3,800,2400,East
7174,8/19/2024,  imran khan ,T-Shirt,Fashion,1,800,800,South
7175,3/8/2024,  imran khan ,HEADPHONES,Electronics,5,2500,12500,Central
7176,7/7/2024,  anum raza ,Keyboard,Electronics,5,1800,9000,Central
7177,6/13/2024,  imran khan ,MOUSE,Electronics,1,1200,1200,Central
7178,11/8/2024,  ayesha malik ,None,Footwear,4,3200,12800,Central
7179,4/23/2024,  sara raza ,Smart Watch,Electronics,3,4500,13500,North
7180,10/30/2024,  shahzad raza ,KEYBOARD,Electronics,5,1800,9000,West
7181,12/16/2024,  anum hassan ,Headphones,Electronics,2,2500,5000,South
7182,10/20/2024,  shahzad hassan ,Headphones,Electronics,5,2500,12500,East
7183,3/15/2024,  adeel tariq ,SPORTS SHOES,Footwear,2,3200,6400,West
7184,5/28/2024,  ayesha hassan ,Smart Watch,Electronics,4,4500,18000,South
7185,7/17/2024,  ali ali ,SNEAKERS,Footwear,3,3500,10500,Central
7186,4/10/2024,  none ,HEADPHONES,Electronics,4,2500,10000,West
7187,5/22/2024,  maham mehmood ,Handbag,Fashion,1,2800,2800,South
7188,12/29/2024,  ayesha khan ,T-SHIRT,Fashion,4,800,3200,South
7189,12/17/2024,  imran khan ,None,Fashion,4,800,3200,Central
7190,3/8/2024,  ali raza ,KEYBOARD,Electronics,3,1800,5400,East
7191,10/11/2024,  sara raza ,HANDBAG,Fashion,3,2800,8400,West
7192,1/16/2024,  shahzad raza ,None,Accessories,2,2000,4000,West
7193,8/14/2024,  anum noor ,Smart Watch,Electronics,2,4500,9000,East
7194,4/8/2024,  sara raza ,HEADPHONES,Electronics,1,2500,2500,North
7195,6/28/2024,  ali khan ,MOUSE,Electronics,4,1200,4800,Central
7196,12/15/2024,  asad raza ,Sneakers,Footwear,3,3500,10500,South
7197,2/1/2024,  asad tariq ,Sneakers,Footwear,1,3500,3500,North
7198,8/11/2024,  shahzad sheikh ,SNEAKERS,Footwear,1,3500,3500,East
7199,7/31/2024,  maham khan ,Mouse,Electronics,3,1200,3600,West
7200,9/30/2024,  ali ali ,Smart Watch,Electronics,5,4500,22500,North
7201,6/17/2024,  imran raza ,T-Shirt,Fashion,5,800,4000,East
7202,7/6/2024,  asad khan ,Sports Shoes,Footwear,2,3200,6400,North
7203,10/3/2024,  adeel ahmad ,T-Shirt,Fashion,4,800,3200,West
7204,10/26/2024,  umer noor ,Mouse,Electronics,1,1200,1200,East
7205,6/6/2024,  asad sheikh ,Sports Shoes,Footwear,5,3200,16000,East
7206,2/20/2024,  umer noor ,Sports Shoes,Footwear,5,3200,16000,North
7207,9/5/2024,  anum raza ,Handbag,Fashion,4,2800,11200,West
7208,3/4/2024,  ayesha khan ,BACKPACK,Fashion,2,1500,3000,West
7209,3/6/2024,  imran khan ,T-Shirt,Fashion,3,800,2400,South
7210,2/6/2024,  maham khan ,Backpack,Fashion,4,1500,6000,North
7211,10/23/2024,  asad ahmad ,Mouse,Electronics,2,1200,2400,North
7212,8/18/2024,  umer hassan ,Keyboard,Electronics,3,1800,5400,South
7213,8/6/2024,  asad ahmad ,Backpack,Fashion,4,1500,6000,East
7214,3/3/2024,  shahzad mehmood ,Keyboard,Electronics,3,1800,5400,North
7215,11/20/2024,  maham ahmad ,Headphones,Electronics,1,2500,2500,North
7216,7/8/2024,  imran malik ,Headphones,Electronics,2,2500,5000,West
7217,5/31/2024,  asad tariq ,LAPTOP STAND,Accessories,5,2000,10000,East
7218,5/10/2024,  shahzad tariq ,T-Shirt,Fashion,5,800,4000,Central
7219,1/17/2024,  anum noor ,Mouse,Electronics,4,1200,4800,
7220,2/15/2024,  sara malik ,Backpack,Fashion,2,1500,3000,West
7221,5/30/2024,  asad malik ,Headphones,Electronics,3,2500,7500,West
7222,6/25/2024,  sara noor ,HANDBAG,Fashion,3,2800,8400,East
7223,10/28/2024,  maham raza ,BACKPACK,Fashion,3,1500,4500,East
7224,10/2/2024,  imran mehmood ,BACKPACK,Fashion,5,1500,7500,East
7225,3/12/2024,  sara ahmad ,HANDBAG,Fashion,1,2800,2800,West
7226,5/13/2024,  ayesha khan ,SPORTS SHOES,Footwear,5,3200,16000,East
7227,6/8/2024,  shahzad raza ,T-SHIRT,Fashion,4,800,3200,West
7228,12/27/2024,  anum khan ,Keyboard,Electronics,2,1800,3600,East
7229,2/29/2024,  ayesha ahmad ,Backpack,Fashion,5,1500,7500,South
7230,10/14/2024,  adeel tariq ,KEYBOARD,Electronics,4,1800,7200,Central
7231,9/4/2024,  anum noor ,Headphones,Electronics,5,2500,12500,North
7232,7/19/2024,  ayesha malik ,SPORTS SHOES,Footwear,5,3200,16000,West
7233,7/6/2024,  ali tariq ,Mouse,Electronics,1,1200,1200,East
7234,12/7/2024,  anum mehmood ,KEYBOARD,Electronics,5,1800,9000,East
7235,11/3/2024,  maham raza ,Backpack,Fashion,4,1500,6000,West
7236,9/17/2024,  none ,Smart Watch,Electronics,3,4500,13500,East
7237,5/7/2024,  ayesha hassan ,Handbag,Fashion,1,2800,2800,West
7238,2/15/2024,  ali khan ,Backpack,Fashion,5,1500,7500,East
7239,11/23/2024,  shahzad noor ,T-Shirt,Fashion,5,800,4000,West
7240,1/30/2024,  shahzad malik ,MOUSE,Electronics,5,1200,6000,North
7241,6/11/2024,  ali malik ,Laptop Stand,Accessories,4,2000,8000,Central
7242,11/1/2024,  asad ali ,HANDBAG,Fashion,4,2800,11200,East
7243,12/28/2024,  maham malik ,SPORTS SHOES,Footwear,2,3200,6400,Central
7244,11/23/2024,  asad hassan ,Sneakers,Footwear,3,3500,10500,North
7245,5/12/2024,  anum hassan ,SPORTS SHOES,Footwear,3,3200,9600,South
7246,7/16/2024,  maham khan ,Mouse,Electronics,3,1200,3600,North
7247,2/23/2024,  none ,Laptop Stand,Accessories,2,2000,4000,South
7248,3/19/2024,  adeel noor ,Backpack,Fashion,2,1500,3000,East
7249,8/1/2024,  ayesha noor ,Sneakers,Footwear,1,3500,3500,West
7250,4/17/2024,  maham malik ,NONE,Fashion,5,2800,14000,East
7251,11/5/2024,  adeel ahmad ,SMART WATCH,Electronics,3,4500,13500,East
7252,9/1/2024,  anum tariq ,Laptop Stand,Accessories,1,2000,2000,East
7253,4/1/2024,  sara hassan ,Smart Watch,Electronics,4,4500,18000,North
7254,6/10/2024,  shahzad sheikh ,Sports Shoes,Footwear,4,3200,12800,Central
7255,2/20/2024,  ayesha noor ,Laptop Stand,Accessories,1,2000,2000,East
7256,1/1/2024,  shahzad ahmad ,Sports Shoes,Footwear,1,3200,3200,West
7257,3/30/2024,  sara ahmad ,HEADPHONES,Electronics,5,2500,12500,Central
7258,1/7/2024,  shahzad mehmood ,Headphones,Electronics,2,2500,5000,Central
7259,1/11/2024,  imran khan ,Handbag,Fashion,1,2800,2800,West
7260,6/19/2024,  ayesha tariq ,Sports Shoes,Footwear,2,3200,6400,Central
7261,2/6/2024,  ayesha mehmood ,SPORTS SHOES,Footwear,3,3200,9600,North
7262,5/5/2024,  imran sheikh ,Laptop Stand,Accessories,4,2000,8000,South
7263,9/17/2024,  ayesha ahmad ,T-SHIRT,Fashion,2,800,1600,East
7264,12/23/2024,  maham raza ,Sneakers,Footwear,3,3500,10500,Central
7265,3/22/2024,  sara malik ,Sneakers,Footwear,2,3500,7000,
7266,10/24/2024,  adeel raza ,Sneakers,Footwear,4,3500,14000,
7267,4/14/2024,  anum raza ,Headphones,Electronics,2,2500,5000,West
7268,11/3/2024,  imran malik ,MOUSE,Electronics,3,1200,3600,North
7269,4/27/2024,  umer hassan ,Keyboard,Electronics,3,1800,5400,Central
7270,12/8/2024,  imran ali ,Laptop Stand,Accessories,1,2000,2000,North
7271,5/21/2024,  sara malik ,Sports Shoes,Footwear,3,3200,9600,South
7272,12/28/2024,  anum sheikh ,Laptop Stand,Accessories,2,2000,4000,North
7273,5/24/2024,  umer mehmood ,Backpack,Fashion,4,1500,6000,North
7274,11/17/2024,  imran sheikh ,MOUSE,Electronics,5,1200,6000,North
7275,7/24/2024,  adeel malik ,Keyboard,Electronics,4,1800,7200,Central
7276,11/3/2024,  ayesha malik ,Headphones,Electronics,2,2500,5000,East
7277,7/16/2024,  ayesha ahmad ,Backpack,Fashion,3,1500,4500,Central
7278,1/6/2024,  ayesha raza ,Keyboard,Electronics,4,1800,7200,Central
7279,11/23/2024,  ayesha sheikh ,Mouse,Electronics,2,1200,2400,West
7280,7/29/2024,  asad hassan ,Sports Shoes,Footwear,2,3200,6400,East
7281,12/14/2024,  asad mehmood ,BACKPACK,Fashion,1,1500,1500,East
7282,1/28/2024,  ayesha noor ,Keyboard,Electronics,1,1800,1800,South
7283,5/5/2024,  ali sheikh ,T-Shirt,Fashion,4,800,3200,North
7284,10/30/2024,  shahzad ali ,T-Shirt,Fashion,5,800,4000,West
7285,1/25/2024,  asad hassan ,Sneakers,Footwear,5,3500,17500,South
7286,2/23/2024,  anum hassan ,Laptop Stand,Accessories,4,2000,8000,South
7287,12/11/2024,  sara noor ,T-Shirt,Fashion,5,800,4000,South
7288,10/19/2024,  asad sheikh ,SNEAKERS,Footwear,2,3500,7000,West
7289,2/19/2024,  shahzad malik ,Backpack,Fashion,4,1500,6000,West
7290,3/4/2024,  anum sheikh ,T-Shirt,Fashion,5,800,4000,West
7291,7/26/2024,  adeel noor ,Smart Watch,Electronics,5,4500,22500,South
7292,10/23/2024,  umer raza ,HANDBAG,Fashion,3,2800,8400,North
7293,6/23/2024,  sara hassan ,Mouse,Electronics,2,1200,2400,Central
7294,6/20/2024,  shahzad tariq ,T-SHIRT,Fashion,1,800,800,North
7295,6/20/2024,  none ,T-Shirt,Fashion,3,800,2400,East
7296,6/15/2024,  maham mehmood ,T-SHIRT,Fashion,5,800,4000,East
7297,7/8/2024,  ali noor ,Headphones,Electronics,1,2500,2500,East
7298,1/20/2024,  sara ali ,Keyboard,Electronics,4,1800,7200,South
7299,8/21/2024,  ayesha hassan ,Sports Shoes,Footwear,5,3200,16000,Central
7300,6/23/2024,  none ,Backpack,Fashion,2,1500,3000,East
7301,10/21/2024,  adeel sheikh ,Handbag,Fashion,1,2800,2800,Central
7302,10/21/2024,  imran raza ,Sneakers,Footwear,3,3500,10500,Central
7303,1/2/2024,  sara ali ,Mouse,Electronics,2,1200,2400,East
7304,11/9/2024,  shahzad ali ,Smart Watch,Electronics,3,4500,13500,East
7305,12/18/2024,  umer sheikh ,Keyboard,Electronics,3,1800,5400,South
7306,1/14/2024,  umer tariq ,Sneakers,Footwear,1,3500,3500,
7307,8/21/2024,  adeel mehmood ,Mouse,Electronics,1,1200,1200,North
7308,2/10/2024,  sara tariq ,Keyboard,Electronics,3,1800,5400,Central
7309,2/8/2024,  adeel noor ,Sneakers,Footwear,2,3500,7000,North
7310,4/28/2024,  umer ahmad ,Laptop Stand,Accessories,3,2000,6000,West
7311,11/5/2024,  umer mehmood ,Backpack,Fashion,3,1500,4500,Central
7312,8/10/2024,  maham tariq ,Sneakers,Footwear,4,3500,14000,Central
7313,3/19/2024,  maham noor ,Handbag,Fashion,3,2800,8400,East
7314,4/24/2024,  anum khan ,Keyboard,Electronics,3,1800,5400,West
7315,3/14/2024,  sara mehmood ,T-Shirt,Fashion,5,800,4000,West
7316,11/1/2024,  ali ahmad ,T-Shirt,Fashion,3,800,2400,South
7317,7/2/2024,  ayesha noor ,Laptop Stand,Accessories,3,2000,6000,North
7318,1/20/2024,  ayesha hassan ,T-Shirt,Fashion,5,800,4000,East
7319,8/21/2024,  anum mehmood ,Laptop Stand,Accessories,5,2000,10000,South
7320,10/23/2024,  ali malik ,Handbag,Fashion,2,2800,5600,Central
7321,5/21/2024,  sara sheikh ,Sports Shoes,Footwear,1,3200,3200,North
7322,4/21/2024,  asad malik ,SPORTS SHOES,Footwear,3,3200,9600,Central
7323,9/12/2024,  shahzad khan ,Keyboard,Electronics,4,1800,7200,Central
7324,6/28/2024,  ali tariq ,HEADPHONES,Electronics,3,2500,7500,South
7325,8/2/2024,  ali noor ,Headphones,Electronics,3,2500,7500,West
7326,2/10/2024,  asad ahmad ,Keyboard,Electronics,2,1800,3600,North
7327,8/15/2024,  asad tariq ,NONE,Fashion,3,2800,8400,West
7328,9/4/2024,  ayesha mehmood ,KEYBOARD,Electronics,5,1800,9000,Central
7329,2/2/2024,  asad ali ,None,Electronics,2,2500,5000,Central
7330,3/25/2024,  umer ali ,SPORTS SHOES,Footwear,4,3200,12800,Central
7331,9/14/2024,  anum hassan ,T-Shirt,Fashion,3,800,2400,South
7332,5/8/2024,  maham ali ,SNEAKERS,Footwear,1,3500,3500,West
7333,2/9/2024,  sara khan ,SNEAKERS,Footwear,5,3500,17500,East
7334,3/4/2024,  anum tariq ,BACKPACK,Fashion,3,1500,4500,North
7335,10/23/2024,  ayesha sheikh ,T-Shirt,Fashion,4,800,3200,Central
7336,2/4/2024,  asad ali ,T-Shirt,Fashion,4,800,3200,South
7337,8/1/2024,  imran ali ,BACKPACK,Fashion,5,1500,7500,West
7338,7/10/2024,  anum mehmood ,Backpack,Fashion,5,1500,7500,West
7339,2/17/2024,  ali malik ,SMART WATCH,Electronics,4,4500,18000,East
7340,4/23/2024,  imran khan ,Mouse,Electronics,5,1200,6000,Central
7341,7/20/2024,  anum raza ,Backpack,Fashion,3,1500,4500,West
7342,6/20/2024,  adeel khan ,MOUSE,Electronics,5,1200,6000,South
7343,7/17/2024,  ali ali ,SMART WATCH,Electronics,5,4500,22500,North
7344,11/19/2024,  none ,Smart Watch,Electronics,2,4500,9000,West
7345,5/14/2024,  umer mehmood ,SNEAKERS,Footwear,1,3500,3500,South
7346,4/25/2024,  sara noor ,Mouse,Electronics,2,1200,2400,Central
7347,11/3/2024,  asad ali ,None,Footwear,2,3500,7000,South
7348,10/22/2024,  adeel noor ,Laptop Stand,Accessories,3,2000,6000,
7349,6/28/2024,  ali hassan ,LAPTOP STAND,Accessories,5,2000,10000,Central
7350,1/8/2024,  adeel noor ,SMART WATCH,Electronics,3,4500,13500,Central
7351,8/5/2024,  shahzad ahmad ,Mouse,Electronics,1,1200,1200,Central
7352,10/25/2024,  adeel noor ,Sports Shoes,Footwear,1,3200,3200,East
7353,3/28/2024,  shahzad ali ,Mouse,Electronics,2,1200,2400,South
7354,10/29/2024,  ayesha hassan ,NONE,Footwear,3,3500,10500,West
7355,10/22/2024,  asad noor ,Keyboard,Electronics,2,1800,3600,West
7356,11/21/2024,  anum noor ,Mouse,Electronics,1,1200,1200,Central
7357,2/15/2024,  shahzad malik ,Mouse,Electronics,5,1200,6000,Central
7358,5/16/2024,  asad noor ,T-Shirt,Fashion,1,800,800,West
7359,7/30/2024,  umer ali ,Mouse,Electronics,4,1200,4800,Central
7360,9/20/2024,  ali khan ,T-Shirt,Fashion,1,800,800,Central
7361,7/26/2024,  umer hassan ,T-Shirt,Fashion,5,800,4000,West
7362,7/16/2024,  imran hassan ,Sneakers,Footwear,1,3500,3500,East
7363,11/11/2024,  anum noor ,Smart Watch,Electronics,2,4500,9000,North
7364,1/1/2024,  none ,Handbag,Fashion,4,2800,11200,East
7365,7/9/2024,  maham mehmood ,HANDBAG,Fashion,5,2800,14000,Central
7366,12/23/2024,  adeel tariq ,HANDBAG,Fashion,1,2800,2800,North
7367,9/28/2024,  umer noor ,Sports Shoes,Footwear,2,3200,6400,South
7368,6/25/2024,  ali ali ,Backpack,Fashion,5,1500,7500,East
7369,12/2/2024,  shahzad ali ,T-SHIRT,Fashion,3,800,2400,Central
7370,6/6/2024,  ayesha malik ,Mouse,Electronics,1,1200,1200,
7371,7/13/2024,  ayesha mehmood ,Handbag,Fashion,4,2800,11200,
7372,8/3/2024,  adeel khan ,Keyboard,Electronics,2,1800,3600,North
7373,5/26/2024,  umer sheikh ,T-Shirt,Fashion,2,800,1600,East
7374,10/31/2024,  sara tariq ,T-Shirt,Fashion,1,800,800,West
7375,3/26/2024,  umer tariq ,Laptop Stand,Accessories,2,2000,4000,North
7376,12/18/2024,  sara ahmad ,Smart Watch,Electronics,3,4500,13500,West
7377,7/26/2024,  asad ali ,Laptop Stand,Accessories,3,2000,6000,Central
7378,10/23/2024,  adeel raza ,Laptop Stand,Accessories,1,2000,2000,North
7379,2/25/2024,  imran khan ,Keyboard,Electronics,3,1800,5400,South
7380,7/12/2024,  asad hassan ,BACKPACK,Fashion,3,1500,4500,East
7381,9/14/2024,  sara tariq ,Mouse,Electronics,2,1200,2400,Central
7382,12/6/2024,  shahzad raza ,Backpack,Fashion,1,1500,1500,West
7383,8/4/2024,  imran ahmad ,Headphones,Electronics,1,2500,2500,East
7384,11/3/2024,  anum noor ,Keyboard,Electronics,1,1800,1800,East
7385,11/8/2024,  ayesha sheikh ,None,Fashion,1,800,800,East
7386,4/19/2024,  imran hassan ,Laptop Stand,Accessories,1,2000,2000,East
7387,10/29/2024,  asad tariq ,T-Shirt,Fashion,5,800,4000,South
7388,7/1/2024,  ayesha raza ,T-SHIRT,Fashion,1,800,800,Central
7389,8/26/2024,  maham ali ,SPORTS SHOES,Footwear,5,3200,16000,South
7390,10/30/2024,  none ,Handbag,Fashion,4,2800,11200,West
7391,5/26/2024,  imran khan ,Sports Shoes,Footwear,2,3200,6400,West
